"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"150","Jeff Smith","WR","FA","-","1.7","-","0","1.1","-","0","2.3","0.6","-","-","-","-","-","7.7","-","-","-","1.9","13.4"
"151","T.Y. Hilton","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.2","5","1.9","4","12.1"
"152","Jalen Virgil","WR","DEN","-","-","-","-","-","-","-","-","BYE","12.6","-","-2","0","0.9","0","0","-","0","1.6","11.5"
"153","David Sills V","WR","DEN","-","3.7","2","0.5","1.2","0.8","1.9","0.5","BYE","-","-","-","-","-","-","-","-","-","1.5","10.6"
"154","John Brown","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","10.2","5.1","10.2"
"155","Marcus Johnson","WR","FA","-","-","-","-","3.5","2.5","0","0.3","-","-","-","-","0","-","0","0","-","3.6","1.2","9.9"
"156","Dax Milne","WR","WAS","0","0.6","1.2","0","0","0.5","0.4","0.4","6.6","0","0","-","-","BYE","0","0","0","0","0.6","9.7"
"157","Michael Bandy","WR","FA","-","-","-","4.9","-","0.4","-0.5","-","2.6","0","0","0","1.5","-","-","-","-","-","1.1","8.9"
"157","Cam Sims","WR","NYG","0","0","-","-","0.7","0.6","1.2","2.1","1.2","0","1.7","-","-0.2","-","-","0","1.6","0","0.7","8.9"
"159","Brandon Johnson","WR","DEN","-","-","-","-","-","-","-","-","BYE","-","0.2","7","-","0","3","-","-","-2","1.6","8.2"
"160","Freddie Swain","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.9","1.1","-","5.4","2.5","7.4"
"160","Kevin White","WR","FA","-","-","-","-","-","0","6.4","0","1","0","-","0","-","-","-","-","-","-","1.2","7.4"
"162","Gunner Olszewski","WR","PIT","0","-0.2","0","0","-","0","0","0","BYE","0.4","3.9","0.9","0.2","0.7","0.3","-","0.6","0.4","0.5","7.2"
"163","Dee Eskridge","WR","SEA","0","0.6","-","1.6","0","3.9","0.4","0.3","0","0","BYE","-","-","-","-","-","-","-","0.8","6.8"
"164","Jake Kumerow","WR","FA","-","5","1.4","-","-","-","-","0","0","0","-","-","-","-","-","-","-","-","1.3","6.4"
"164","Jalen Guyton","WR","LAC","0","-","6.4","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","3.2","6.4"
"166","Jamison Crowder","WR","FA","2.8","1.6","0.9","0.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","6"
"167","Mike Strachan","WR","IND","3.6","2.3","-","0","-","0","-","-","-","-","-","-","-","BYE","0","-","0","-","1","5.9"
"168","Deven Thompkins","WR","TB","-","-","-","-","-","-","-","-","-","-","BYE","-","-","0","1.6","0","0","4.2","1.2","5.8"
"168","Mike Thomas","WR","FA","2.5","-","-","-","3.3","-","-","0","0","-","0","-","-","-","-","-","-","-","1.2","5.8"
"170","Trent Taylor","WR","CHI","0","0","0","0","0","-2","0","0.5","3.2","-","0.1","0.8","-0.3","3.4","0","0","-","0","0.4","5.7"
"171","Cody Hollister","WR","FA","2.2","-","-","-","0","-","3.2","0","0","-","-","0","-","-","-","-","-","-","0.9","5.4"
"172","James Proche II","WR","FA","0","-","-","-","0.7","-","0","2.4","2.2","-","0","0","-0.1","-","0","0","0","0","0.4","5.2"
"173","Chris Conley","WR","SF","0","-","-","-","-","-","-","-","0","-","-","-","-","2.7","1.9","-","-","-","1.2","4.6"
"174","Andre Baccellia","WR","ARI","-","1.2","1.3","-","-","-","-","-","-","-","-","0.7","BYE","-","-","-","0.7","0.6","0.9","4.5"
"175","Racey McMath","WR","IND","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0.1","-","3.9","0.4","1.1","4.4"
"176","Laquon Treadwell","WR","BAL","-","-","-","-","-","-","-","-","-","BYE","-","-","0.1","-","-","2.6","1.5","-","1.4","4.2"
"177","Michael Woods II","WR","CLE","-","-","-","-","-","1.5","-","0.6","BYE","0","-","-","0","-","-0.1","0.5","0","1.5","0.5","4"
"178","Kyle Philips","WR","TEN","4.6","-1.5","-","0","0.7","BYE","-","-","-","-","-","-","-","-","-","-","-","-","1","3.8"
"179","Cole Beasley","WR","NYG","-","-","1.2","0.5","-","-","-","-","BYE","-","-","-","-","-","0.9","0.9","0","-","0.7","3.5"
"180","Tylan Wallace","WR","BAL","0","0.9","-","-","0.8","0.4","-","-","-","BYE","0","-","-","-","-","-","-","1.2","0.6","3.3"
"181","Tim Jones","WR","JAC","-","-","0","0","-","2","0.7","-","-","-","BYE","0","0.3","-","-","0","-","-","0.4","3"
"182","Jaelon Darden","WR","CLE","0.2","0","2.5","0","0","0","0.1","0","0","0","-","0","0","-","-","-","0","0","0.2","2.8"
"182","Tyrie Cleveland","WR","PHI","0","2.8","-","-","0","0","BYE","-","-","0","-","-","-","-","-","-","-","-","0.6","2.8"
